ISIN,BID,ASK,Valid
FRSG00013L08,107.4162,108.4362,invalide
FRSG00013OP2,95.93,96.93,valide
FRSG00013OP2,85.3777,86.2677,invalide
FRSG00013P79,109.43,110.43,valide
FRSG00013P79,123.6559,124.7859,invalide
FRSG00013PI4,99.66,100.66,valide
FRSG00013PI4,100.6566,101.6666,invalide
FRSG00013PJ2,95.55,96.55,valide
FRSG00013PJ2,104.1495,105.2395,invalide
FRSG00013PQ7,107.14,108.14,valide
FRSG00013PQ7,91.069,91.919,invalide
FRSG00013PR5,57.55,58.55,valide
FRSG00013PR5,71.9375,73.1875,invalide
FRSG00013PS3,104.02,105.02,valide
FRSG00013PS3,124.824,126.024,invalide
FRSG00013PT1,103.87,104.87,valide
FRSG00013PT1,113.2183,114.3083,invalide
FRSG00013PU9,103.98,104.98,valide
FRSG00013PU9,123.7362,124.9262,invalide
FRSG00013PV7,105.4,106.40,valide
FRSG00013PV7,133.858,135.128,invalide
FRSG00013PW5,105.36,106.36,valide
FRSG00013PW5,124.3248,125.5048,invalide
FRSG00013PX3,103.59,104.59,valide
FRSG00013PX3,131.5593,132.8293,invalide
FRSG00013S84,63.26,64.26,valide
FRSG00013S84,54.4036,55.2636,invalide
FRSG00013SI8,71.79,72.79,valide
FRSG00013SI8,82.5585,83.7085,invalide
FRSG00013V89,105.85,106.85,valide
FRSG00013V89,76.212,76.932,invalide
FRSG00013XE7,91.7,92.7,valide
FRSG00013XE7,77.945,78.795,invalide
FRSG00013XT5,96.11,97.11,valide
FRSG00013XT5,84.5768,85.4568,invalide
FRSG000142P5,93.96,94.96,valide
FRSG000142P5,116.5104,117.7504,invalide
FRSG000142Z4,98.99,99.99,valide
FRSG000142Z4,97.0102,97.9902,invalide
FRSG00014383,91.73,92.73,valide
FRSG00014383,106.4068,107.5668,invalide
FRSG000143O6,94.71,95.71,valide
FRSG000143O6,111.7578,112.9378,invalide
FRSG000144C9,73.09,74.09,valide
FRSG000144C9,62.1265,62.9765,invalide
FRSG000144N6,104.21,105.21,valide
FRSG000144N6,107.3363,108.3663,invalide
FRSG000145O1,87.94,88.94,valide
FRSG000145O1,63.3168,64.0368,invalide
FRSG000146T8,102.16,103.16,valide
FRSG000146T8,118.5056,119.6656,invalide
FRSG000148A4,88.3,89.30,valide
FRSG000148A4,98.013,99.123,invalide
FRSG00014953,84.45,85.45,valide
FRSG00014953,63.3375,64.0875,invalide
FRSG00014AL8,92.35,93.35,valide
FRSG00014AL8,65.5685,66.2785,invalide
FRSG00014BU7,100.29,101.29,valide
FRSG00014BU7,113.3277,114.4577,invalide
FRSG00014CG4,103.7,104.7,valide
FRSG00014CG4,116.144,117.264,invalide
FRSG00014EF2,102.41,103.41,valide
FRSG00014EF2,102.41,103.41,invalide
FRSG00014LE0,104.55,105.55,valide
FRSG00014LE0,74.2305,74.9405,invalide
FRSG00014LF7,95.17,96.17,valide
FRSG00014LF7,118.0108,119.2508,invalide
FRSG00014LG5,98.41,99.41,valide
FRSG00014LG5,101.3623,102.3923,invalide
FRSG00014LL5,97.04,98.04,valide
FRSG00014LL5,118.3888,119.6088,invalide
FRSG00014MQ2,99.33,100.33,valide
FRSG00014MQ2,81.4506,82.2706,invalide
FRSG000300N4,95.54,96.54,valide
FRSG000300N4,97.4508,98.4708,invalide
FRSG000302K6,98.94,99.94,valide
FRSG000302K6,106.8552,107.9352,invalide
FRSG000303E7,104.06,106.06,valide
FRSG000303E7,91.5728,93.3328,invalide
FRSG000304V9,98.36,99.36,valide
FRSG000304V9,102.2944,103.3344,invalide
GB00BKZYHK57,344.9,345.3,valide
GB00BKZYHK57,424.227,424.719,invalide
GB00BR9PNH25,88.24,89.24,valide
GB00BR9PNH25,77.6512,78.5312,invalide
GB00BRKCDR27,102.84,103.34,valide
GB00BRKCDR27,126.4932,127.1082,invalide
GB00BRT2N620,109.21,109.71,valide
GB00BRT2N620,117.9468,118.4868,invalide
GB00BRT31L67,315.3,315.8,valide
GB00BRT31L67,356.289,356.854,invalide
GB00BS5BKV44,202.51,203.01,valide
GB00BS5BKV44,253.1375,253.7625,invalide
GB00BS5C6Z35,254.51,255.01,valide
GB00BS5C6Z35,226.5139,226.9589,invalide
LU2347104510,989.01,990.01,valide
LU2347104510,692.307,693.007,invalide
LU2462008405,1.5,1.8,valide
LU2462008405,1.14,1.368,invalide
LU2462696290,34863.42,34864.42,valide
LU2462696290,38001.1278,38002.2178,invalide
LU2495849676,12.62,13.62,valide
LU2495849676,13.5034,14.5734,invalide
NLMLBV101045,10.62,10.77,valide
NLMLBV101045,7.8588,7.9698,invalide
XS0459898440,100.17,101.17,valide
XS0459898440,75.1275,75.8775,invalide
XS0460046633,99.53,100.53,valide
XS0460046633,106.4971,107.5671,invalide
XS0460074098,100.13,101.13,valide
XS0460074098,106.1378,107.1978,invalide
XS0460079568,99.87,100.87,valide
XS0460079568,108.8583,109.9483,invalide
XS0461497009,100.24,101.24,valide
XS0461497009,93.2232,94.1532,invalide
XS0461561028,95.25,96.25,valide
XS0461561028,68.58,69.3,invalide
XS0461603804,95.75,96.75,valide
XS0461603804,79.4725,80.3025,invalide
XS1101791975,80.87,81.87,valide
XS1101791975,61.4612,62.2212,invalide
XS1186826027,99.05,102.05,valide
XS1186826027,99.05,102.05,invalide
XS1244891641,99.52,102.02,valide
XS1244891641,97.5296,99.9796,invalide
XS1251266695,96.99,97.99,valide
XS1251266695,91.1706,92.1106,invalide
XS1281790979,72.39,73.39,valide
XS1281790979,54.2925,55.0425,invalide
XS1414111010,98.45,99.45,valide
XS1414111010,100.419,101.439,invalide
XS1414134814,70.8,72.8,valide
XS1414134814,89.208,91.728,invalide
XS1468269201,112.21,113.21,valide
XS1468269201,100.989,101.889,invalide
XS1513317005,108.85,109.85,valide
XS1513317005,123.0005,124.1305,invalide
XS1523731120,70.07,71.07,valide
XS1523731120,91.091,92.391,invalide
XS1523732284,71.95,73.95,valide
XS1523732284,82.023,84.303,invalide
XS1523733258,68.85,69.85,valide
XS1523733258,54.3915,55.1815,invalide
XS1554291275,97.52,98.52,valide
XS1554291275,76.0656,76.8456,invalide
XS1554292323,97.23,99.23,valide
XS1554292323,76.8117,78.3917,invalide
XS1554292679,94.41,95.41,valide
XS1554292679,92.5218,93.5018,invalide
XS1554293214,94.41,95.41,valide
XS1554293214,98.1864,99.2264,invalide
XS1554294881,99.11,101.11,valide
XS1554294881,111.9943,114.2543,invalide
XS1554294964,94.39,96.39,valide
XS1554294964,68.9047,70.3647,invalide
XS1554295185,98.01,100.01,valide
XS1554295185,99.9702,102.0102,invalide
XS1554295342,100.46,102.46,valide
XS1554295342,110.506,112.706,invalide
XS1554296662,98.16,100.16,valide
XS1554296662,103.068,105.168,invalide
XS1554299500,97.18,99.18,valide
XS1554299500,118.5596,120.9996,invalide
XS1554300282,98.53,100.53,valide
XS1554300282,127.1037,129.6837,invalide
XS1554301256,98.2,100.20,valide
XS1554301256,93.29,95.19,invalide
XS1554302064,99.31,101.31,valide
XS1554302064,70.5101,71.9301,invalide
XS1554303898,98.42,100.42,valide
XS1554303898,77.7518,79.3318,invalide
XS1554306057,101.28,104.28,valide
XS1554306057,107.3568,110.5368,invalide
XS1554308269,98.97,100.97,valide
XS1554308269,120.7434,123.1834,invalide
XS1554310679,97.32,99.32,valide
XS1554310679,113.8644,116.2044,invalide
XS1603271385,124.59,125.59,valide
XS1603271385,143.2785,144.4285,invalide
XS1616826324,50.57,51.57,valide
XS1616826324,36.9161,37.6461,invalide
XS1653798618,102.57,103.57,valide
XS1653798618,106.6728,107.7128,invalide
XS1667712183,61.33,62.33,valide
XS1667712183,65.6231,66.6931,invalide
XS1667717737,110.54,111.54,valide
XS1667717737,117.1724,118.2324,invalide
XS1700058131,60.14,61.14,valide
XS1700058131,69.161,70.311,invalide
XS1714473052,83.3,87.3,valide
XS1714473052,83.3,87.3,invalide
XS1752954963,90.44,92.44,valide
XS1752954963,106.7192,109.0792,invalide
XS1754441068,101.37,103.37,valide
XS1754441068,125.6988,128.1788,invalide
XS1763349161,134.62,135.62,valide
XS1763349161,123.8504,124.7704,invalide
XS1818126135,102.05,102.55,valide
XS1818126135,81.64,82.04,invalide
XS1818126309,108.29,109.29,valide
XS1818126309,133.1967,134.4267,invalide
XS1827502987,94.09,95.09,valide
XS1827502987,101.6172,102.6972,invalide
XS1849218398,187.76,188.76,valide
XS1849218398,165.2288,166.1088,invalide
XS1878073524,108.77,109.77,valide
XS1878073524,92.4545,93.3045,invalide
XS1878134920,98.41,99.41,valide
XS1878134920,68.887,69.587,invalide
XS1878135141,91.73,93.73,valide
XS1878135141,102.7376,104.9776,invalide
XS1878136461,98.6,99.6,valide
XS1878136461,88.74,89.64,invalide
XS1878136545,92.72,93.72,valide
XS1878136545,88.084,89.034,invalide
XS1881354044,141.84,142.84,valide
XS1881354044,167.3712,168.5512,invalide
XS1881359605,140.74,141.74,valide
XS1881359605,104.1476,104.8876,invalide
XS1885257177,153.08,153.93,valide
XS1885257177,189.8192,190.8732,invalide
XS1932569616,93.1,94.1,valide
XS1932569616,103.341,104.451,invalide
XS1939100761,131.65,132.65,valide
XS1939100761,144.815,145.915,invalide
XS1939107428,122.66,123.66,valide
XS1939107428,138.6058,139.7358,invalide
XS1941730167,91.2,92.20,valide
XS1941730167,97.584,98.654,invalide
XS1941742337,68.93,70.93,valide
XS1941742337,48.251,49.651,invalide
XS1941745439,89.09,91.09,valide
XS1941745439,105.1262,107.4862,invalide
XS1941747211,99.15,101.15,valide
XS1941747211,97.167,99.127,invalide
XS1941748375,91.21,93.21,valide
XS1941748375,114.9246,117.4446,invalide
XS1941748615,90.62,91.62,valide
XS1941748615,85.1828,86.1228,invalide
XS1941752641,87.44,88.44,valide
XS1941752641,100.556,101.706,invalide
XS1941756808,101.32,103.32,valide
XS1941756808,120.5708,122.9508,invalide
XS1969558284,52.53,53.53,valide
XS1969558284,48.8529,49.7829,invalide
XS1971515363,102.43,103.43,valide
XS1971515363,77.8468,78.6068,invalide
XS1985711990,102.15,103.15,valide
XS1985711990,100.107,101.087,invalide
XS1996470917,95.7,96.7,valide
XS1996470917,99.528,100.568,invalide
XS2008087467,99.42,100.42,valide
XS2008087467,81.5244,82.3444,invalide
XS2011495335,95.19,96.19,valide
XS2011495335,97.0938,98.1138,invalide
XS2011499162,71.73,72.73,valide
XS2011499162,78.903,80.003,invalide
XS2011505406,86.99,87.99,valide
XS2011505406,61.7629,62.4729,invalide
XS2019568380,4.92,5.92,valide
XS2019568380,4.9692,5.9792,invalide
XS2021816439,0.5,1.5,valide
XS2021816439,0.425,1.275,invalide
XS2024033792,63.11,64.11,valide
XS2024033792,70.6832,71.8032,invalide
XS2024034170,97.23,98.23,valide
XS2024034170,91.3962,92.3362,invalide
XS2024046000,69.21,70.21,valide
XS2024046000,60.2127,61.0827,invalide
XS2024050887,65.63,66.63,valide
XS2024050887,55.7855,56.6355,invalide
XS2024889276,0.5,1.5,valide
XS2024889276,0.585,1.755,invalide
XS2034000476,97.29,98.29,valide
XS2034000476,97.29,98.29,invalide
XS2039413310,0.5,1.5,valide
XS2039413310,0.525,1.575,invalide
XS2039413666,92.1,93.1,valide
XS2039413666,85.653,86.583,invalide
XS2042796248,106.83,107.83,valide
XS2042796248,111.1032,112.1432,invalide
XS2053624529,61.36,62.36,valide
XS2053624529,45.4064,46.1464,invalide
XS2053634593,135.58,136.58,valide
XS2053634593,169.475,170.725,invalide
XS2059817994,100.75,101.75,valide
XS2059817994,76.57,77.33,invalide
XS2059821244,99.25,100.25,valide
XS2059821244,72.4525,73.1825,invalide
XS2059823539,112.25,114.25,valide
XS2059823539,98.78,100.54,invalide
XS2059826631,116.88,118.88,valide
XS2059826631,134.412,136.712,invalide
XS2059831391,100.12,102.12,valide
XS2059831391,128.1536,130.7136,invalide
XS2059833926,102.25,103.25,valide
XS2059833926,120.655,121.835,invalide
XS2059839378,105.38,107.38,valide
XS2059839378,134.8864,137.4464,invalide
XS2059840384,96.38,98.38,valide
XS2059840384,111.8008,114.1208,invalide
XS2059841606,111.75,113.75,valide
XS2059841606,102.81,104.65,invalide
XS2059841788,108.12,110.12,valide
XS2059841788,112.4448,114.5248,invalide
XS2060715674,66.87,67.87,valide
XS2060715674,83.5875,84.8375,invalide
XS2061590654,61.86,62.86,valide
XS2061590654,44.5392,45.2592,invalide
XS2061592601,104.7,106.7,valide
XS2061592601,110.982,113.102,invalide
XS2061629619,94.22,95.22,valide
XS2061629619,78.2026,79.0326,invalide
XS2061641580,95.36,96.36,valide
XS2061641580,86.7776,87.6876,invalide
XS2061803404,96.16,97.16,valide
XS2061803404,112.5072,113.6772,invalide
XS2062271767,42.05,43.05,valide
XS2062271767,45.8345,46.9245,invalide
XS2075516786,100.15,101.15,valide
XS2075516786,71.1065,71.8165,invalide
XS2083005475,97.4,99.4,valide
XS2083005475,83.764,85.484,invalide
XS2087056102,100.75,101.75,valide
XS2087056102,80.6,81.4,invalide
XS2094009367,96.99,97.99,valide
XS2094009367,70.8027,71.5327,invalide
XS2112635474,21.32,22.32,valide
XS2112635474,24.518,25.668,invalide
XS2114029544,99.94,100.94,valide
XS2114029544,90.9454,91.8554,invalide
XS2114036838,0.5,1.5,valide
XS2114036838,0.55,1.65,invalide
XS2114055465,126.04,127.04,valide
XS2114055465,110.9152,111.7952,invalide
XS2114133791,98.1,99.1,valide
XS2114133791,126.549,127.839,invalide
XS2118430128,97.08,98.08,valide
XS2118430128,80.5764,81.4064,invalide
XS2118430391,97.18,98.18,valide
XS2118430391,80.6594,81.4894,invalide
XS2118430474,97.22,98.22,valide
XS2118430474,117.6362,118.8462,invalide
XS2118433494,97.44,98.44,valide
XS2118433494,117.9024,119.1124,invalide
XS2118433817,97.18,98.18,valide
XS2118433817,120.5032,121.7432,invalide
XS2118438378,97,98,valide
XS2118438378,86.33,87.22,invalide
XS2121372606,97.21,98.21,valide
XS2121372606,78.7401,79.5501,invalide
XS2123751286,98.27,99.27,valide
XS2123751286,103.1835,104.2335,invalide
XS2123761160,92.41,94.41,valide
XS2123761160,105.3474,107.6274,invalide
XS2123762481,97.17,98.17,valide
XS2123762481,74.8209,75.5909,invalide
XS2123767019,92.1,94.10,valide
XS2123767019,81.048,82.808,invalide
XS2123768843,102.46,103.46,valide
XS2123768843,76.845,77.595,invalide
XS2123769734,105.64,106.64,valide
XS2123769734,85.5684,86.3784,invalide
XS2123772449,107.31,108.31,valide
XS2123772449,81.5556,82.3156,invalide
XS2123772951,105.48,106.48,valide
XS2123772951,130.7952,132.0352,invalide
XS2123774908,64.02,65.02,valide
XS2123774908,76.1838,77.3738,invalide
XS2123775038,109.28,110.28,valide
XS2123775038,139.8784,141.1584,invalide
XS2123776358,92.66,94.66,valide
XS2123776358,66.7152,68.1552,invalide
XS2123776861,103.06,105.06,valide
XS2123776861,87.601,89.301,invalide
XS2123777083,102.55,104.55,valide
XS2123777083,85.1165,86.7765,invalide
XS2123780624,97.28,98.28,valide
XS2123780624,96.3072,97.2972,invalide
XS2123781192,97.28,98.28,valide
XS2123781192,93.3888,94.3488,invalide
XS2123784378,105.7,107.70,valide
XS2123784378,102.529,104.469,invalide
XS2125597414,94.07,96.07,valide
XS2125597414,115.7061,118.1661,invalide
XS2127899412,95.49,97.49,valide
XS2127899412,69.7077,71.1677,invalide
XS2130293397,95.98,97.98,valide
XS2130293397,78.7036,80.3436,invalide
XS2130301836,96.88,98.88,valide
XS2130301836,113.3496,115.6896,invalide
XS2130303451,97.18,98.18,valide
XS2130303451,99.1236,100.1436,invalide
XS2130306637,96.88,97.88,valide
XS2130306637,106.568,107.668,invalide
XS2142553242,98.94,100.94,valide
XS2142553242,119.7174,122.1374,invalide
XS2142592653,100.75,101.75,valide
XS2142592653,113.8475,114.9775,invalide
XS2144389330,100.39,101.39,valide
XS2144389330,70.273,70.973,invalide
XS2149616521,99.89,101.89,valide
XS2149616521,83.9076,85.5876,invalide
XS2160036088,58.57,59.57,valide
XS2160036088,44.5132,45.2732,invalide
XS2168923485,87.28,87.63,valide
XS2168923485,74.188,74.4855,invalide
XS2177400459,96.41,97.41,valide
XS2177400459,111.8356,112.9956,invalide
XS2177400616,96.58,97.58,valide
XS2177400616,98.5116,99.5316,invalide
XS2177400962,96.7,97.7,valide
XS2177400962,90.898,91.838,invalide
XS2177406068,96.64,97.64,valide
XS2177406068,88.9088,89.8288,invalide
XS2177407033,96.53,97.53,valide
XS2177407033,67.571,68.271,invalide
XS2187007724,95.34,96.34,valide
XS2187007724,121.0818,122.3518,invalide
XS2202186941,109.22,111.22,valide
XS2202186941,103.759,105.659,invalide
XS2202187089,109.7,111.70,valide
XS2202187089,109.7,111.7,invalide
XS2221788271,115.89,116.89,valide
XS2221788271,81.123,81.823,invalide
XS2224082375,93.6,94.6,valide
XS2224082375,108.576,109.736,invalide
XS2224082458,96.83,97.83,valide
XS2224082458,114.2594,115.4394,invalide
XS2235692428,84.25,85.25,valide
XS2235692428,80.88,81.84,invalide
XS2235711749,92.66,93.66,valide
XS2235711749,87.1004,88.0404,invalide
XS2248106101,117.68,118.68,valide
XS2248106101,149.4536,150.7236,invalide
XS2251501339,107.67,108.67,valide
XS2251501339,85.0593,85.8493,invalide
XS2269741562,100.61,101.61,valide
XS2269741562,72.4392,73.1592,invalide
XS2269741729,66.9,67.9,valide
XS2269741729,61.548,62.468,invalide
XS2269749201,77.44,78.44,valide
XS2269749201,99.8976,101.1876,invalide
XS2269749383,101.17,102.17,valide
XS2269749383,74.8658,75.6058,invalide
XS2272075669,98.98,99.98,valide
XS2272075669,116.7964,117.9764,invalide
XS2272956512,111.44,112.44,valide
XS2272956512,79.1224,79.8324,invalide
XS2275458797,92.6,92.9,valide
XS2275458797,72.228,72.462,invalide
XS2275881527,112.69,113.69,valide
XS2275881527,117.1976,118.2376,invalide
XS2275904329,100.72,101.72,valide
XS2275904329,74.5328,75.2728,invalide
XS2275906456,88.81,89.81,valide
XS2275906456,102.1315,103.2815,invalide
XS2278671248,73.51,74.51,valide
XS2278671248,82.3312,83.4512,invalide
XS2279159516,92.52,93.52,valide
XS2279159516,87.894,88.844,invalide
XS2285484304,91.97,92.97,valide
XS2285484304,71.7366,72.5166,invalide
XS2288477719,96.85,97.85,valide
XS2288477719,68.7635,69.4735,invalide
XS2291697261,92.91,94.91,valide
XS2291697261,82.6899,84.4699,invalide
XS2291710890,66.45,67.45,valide
XS2291710890,51.1665,51.9365,invalide
XS2291710973,72.28,73.28,valide
XS2291710973,80.9536,82.0736,invalide
XS2291711195,65.11,66.11,valide
XS2291711195,50.1347,50.9047,invalide
XS2291959216,121.74,122.74,valide
XS2291959216,126.6096,127.6496,invalide
XS2291972821,100.44,101.44,valide
XS2291972821,120.528,121.728,invalide
XS2292273609,97.75,98.75,valide
XS2292273609,86.02,86.9,invalide
XS2294137323,98.65,99.65,valide
XS2294137323,88.785,89.685,invalide
XS2297311065,60.31,61.31,valide
XS2297311065,76.5937,77.8637,invalide
XS2297311149,60.03,61.03,valide
XS2297311149,64.2321,65.3021,invalide
XS2297311222,59.94,60.94,valide
XS2297311222,64.1358,65.2058,invalide
XS2297319803,99.01,100.01,valide
XS2297319803,109.9011,111.0111,invalide
XS2297332814,72.61,73.61,valide
XS2297332814,60.9924,61.8324,invalide
XS2299243035,37.58,38.58,valide
XS2299243035,34.9494,35.8794,invalide
XS2299243621,107.47,108.47,valide
XS2299243621,90.2748,91.1148,invalide
XS2300917817,2.67,3.67,valide
XS2300917817,3.4176,4.6976,invalide
XS2302194944,3.75,4.75,valide
XS2302194944,3.75,4.75,invalide
XS2303158336,2.61,3.61,valide
XS2303158336,2.5317,3.5017,invalide
XS2304447738,46.69,47.69,valide
XS2304447738,54.1604,55.3204,invalide
XS2304447811,2.69,3.69,valide
XS2304447811,2.9052,3.9852,invalide
XS2304587582,69.36,70.36,valide
XS2304587582,69.36,70.36,invalide
XS2305916442,3.97,4.97,valide
XS2305916442,2.9378,3.6778,invalide
XS2305947678,103.42,104.42,valide
XS2305947678,88.9412,89.8012,invalide
XS2305947751,103.39,104.39,valide
XS2305947751,105.4578,106.4778,invalide
XS2305974136,3.7,4.7,valide
XS2305974136,3.108,3.948,invalide
XS2306651410,107.25,108.25,valide
XS2306651410,105.105,106.085,invalide
XS2307331715,83.86,84.86,valide
XS2307331715,104.825,106.075,invalide
XS2308727598,68.09,70.09,valide
XS2308727598,49.7057,51.1657,invalide
XS2308813836,99.43,100.43,valide
XS2308813836,90.4813,91.3913,invalide
XS2308813919,103.05,104.05,valide
XS2308813919,80.379,81.159,invalide
XS2308814057,103.22,104.22,valide
XS2308814057,90.8336,91.7136,invalide
XS2308814214,102.99,103.99,valide
XS2308814214,81.3621,82.1521,invalide
XS2308814305,99.12,100.12,valide
XS2308814305,91.1904,92.1104,invalide
XS2310403071,83.42,85.42,valide
XS2310403071,80.0832,82.0032,invalide
XS2310426874,24.55,25.55,valide
XS2310426874,17.4305,18.1405,invalide
XS2310991158,49.06,50.06,valide
XS2310991158,42.1916,43.0516,invalide
XS2313968708,125.36,126.36,valide
XS2313968708,127.8672,128.8872,invalide
XS2314463204,3.46,4.46,valide
XS2314463204,2.5258,3.2558,invalide
XS2315170733,89.86,90.86,valide
XS2315170733,107.832,109.032,invalide
XS2315195722,25.25,26.25,valide
XS2315195722,31.5625,32.8125,invalide
XS2315443726,45.66,46.66,valide
XS2315443726,49.7694,50.8594,invalide
XS2315448790,2.75,3.75,valide
XS2315448790,2.8325,3.8625,invalide
XS2315667084,88.49,90.49,valide
XS2315667084,107.0729,109.4929,invalide
XS2320523504,95.78,97.78,valide
XS2320523504,117.8094,120.2694,invalide
XS2323491741,26.1,27.1,valide
XS2323491741,18.792,19.512,invalide
XS2325925910,5.19,6.19,valide
XS2325925910,6.3318,7.5518,invalide
XS2326391724,23.16,24.16,valide
XS2326391724,29.6448,30.9248,invalide
XS2329113109,100.5,101.5,valide
XS2329113109,96.48,97.44,invalide
XS2329281070,34.82,35.82,valide
XS2329281070,28.2042,29.0142,invalide
XS2329400936,96.11,97.11,valide
XS2329400936,117.2542,118.4742,invalide
XS2329429166,98.64,99.64,valide
XS2329429166,109.4904,110.6004,invalide
XS2333421738,71.3,72.3,valide
XS2333421738,72.013,73.023,invalide
XS2335733536,92.16,93.16,valide
XS2335733536,94.0032,95.0232,invalide
XS2335733619,104.39,105.39,valide
XS2335733619,114.829,115.929,invalide
XS2339310711,114,115,valide
XS2339310711,135.66,136.85,invalide
XS2345437508,99.79,100.79,valide
XS2345437508,79.832,80.632,invalide
XS2347310331,101.4,102.4,valide
XS2347310331,81.12,81.92,invalide
XS2347887015,43.07,44.07,valide
XS2347887015,43.07,44.07,invalide
XS2348432738,93.59,94.59,valide
XS2348432738,86.1028,87.0228,invalide
XS2354888419,120.74,121.74,valide
XS2354888419,125.5696,126.6096,invalide
XS2355889861,75.22,77.22,valide
XS2355889861,97.786,100.386,invalide
XS2355890448,101.58,102.58,valide
XS2355890448,82.2798,83.0898,invalide
XS2355956488,114.22,115.22,valide
XS2355956488,133.6374,134.8074,invalide
XS2357974372,99.72,100.72,valide
XS2357974372,104.706,105.756,invalide
XS2357974455,99.63,100.63,valide
XS2357974455,121.5486,122.7686,invalide
XS2357974539,99.78,100.78,valide
XS2357974539,107.7624,108.8424,invalide
XS2358198997,95.95,97.95,valide
XS2358198997,112.2615,114.6015,invalide
XS2358200488,101.96,102.96,valide
XS2358200488,132.548,133.848,invalide
XS2361894814,104.91,106.91,valide
XS2361894814,105.9591,107.9791,invalide
XS2361900058,102.8,103.8,valide
XS2361900058,121.304,122.484,invalide
XS2361900132,111.67,112.67,valide
XS2361900132,98.2696,99.1496,invalide
XS2366409493,100.71,101.71,valide
XS2366409493,102.7242,103.7442,invalide
XS2366963754,102.19,103.19,valide
XS2366963754,131.8251,133.1151,invalide
XS2369952598,133.07,134.07,valide
XS2369952598,143.7156,144.7956,invalide
XS2372812250,103.64,104.64,valide
XS2372812250,75.6572,76.3872,invalide
XS2373363642,89.17,90.17,valide
XS2373363642,74.0111,74.8411,invalide
XS2374503022,82.96,83.96,valide
XS2374503022,106.1888,107.4688,invalide
XS2375136905,104.11,105.11,valide
XS2375136905,88.4935,89.3435,invalide
XS2375185191,86.42,87.42,valide
XS2375185191,61.3582,62.0682,invalide
XS2380282215,99.16,100.16,valide
XS2380282215,101.1432,102.1632,invalide
XS2380282561,121.94,122.94,valide
XS2380282561,145.1086,146.2986,invalide
XS2380306337,99.53,100.53,valide
XS2380306337,83.6052,84.4452,invalide
XS2381769723,100.86,102.86,valide
XS2381769723,81.6966,83.3166,invalide
XS2381777072,100.6,102.6,valide
XS2381777072,92.552,94.392,invalide
XS2381777403,101.32,103.32,valide
XS2381777403,94.2276,96.0876,invalide
XS2381778716,88.15,89.15,valide
XS2381778716,72.283,73.103,invalide
XS2381785414,97.55,98.55,valide
XS2381785414,69.2605,69.9705,invalide
XS2381785505,97.03,98.03,valide
XS2381785505,87.327,88.227,invalide
XS2381790844,99.61,100.61,valide
XS2381790844,87.6568,88.5368,invalide
XS2381798078,107.37,109.37,valide
XS2381798078,78.3801,79.8401,invalide
XS2381798235,127.74,128.74,valide
XS2381798235,97.0824,97.8424,invalide
XS2381799555,129.52,130.52,valide
XS2381799555,160.6048,161.8448,invalide
XS2383597163,97.04,98.04,valide
XS2383597163,98.9808,100.0008,invalide
XS2383736209,74.2,75.2,valide
XS2383736209,64.554,65.424,invalide
XS2385421388,4.47,5.47,valide
XS2385421388,4.2465,5.1965,invalide
XS2385509125,99.93,100.93,valide
XS2385509125,72.9489,73.6789,invalide
XS2385752220,103.88,104.88,valide
XS2385752220,93.492,94.392,invalide
XS2385937789,106.19,107.19,valide
XS2385937789,132.7375,133.9875,invalide
XS2386055128,105.45,106.45,valide
XS2386055128,78.033,78.773,invalide
XS2386063577,103.06,104.06,valide
XS2386063577,124.7026,125.9126,invalide
XS2386172436,5.84,6.84,valide
XS2386172436,7.1832,8.4132,invalide
XS2386172949,111.18,112.18,valide
XS2386172949,94.503,95.353,invalide
XS2387195857,92.34,94.34,valide
XS2387195857,86.7996,88.6796,invalide
XS2387464691,115.89,116.89,valide
XS2387464691,89.2353,90.0053,invalide
XS2387466472,101.1,102.1,valide
XS2387466472,74.814,75.554,invalide
XS2387468171,93.14,94.14,valide
XS2387468171,111.768,112.968,invalide
XS2387468338,95.44,97.44,valide
XS2387468338,68.7168,70.1568,invalide
XS2387468684,95.44,97.44,valide
XS2387468684,68.7168,70.1568,invalide
XS2387473171,98.35,99.35,valide
XS2387473171,111.1355,112.2655,invalide
XS2387480200,89.71,90.71,valide
XS2387480200,101.3723,102.5023,invalide
XS2387486231,94.63,96.63,valide
XS2387486231,113.556,115.956,invalide
XS2387581148,76.06,77.06,valide
XS2387581148,62.3692,63.1892,invalide
XS2387582468,103.2,104.2,valide
XS2387582468,127.968,129.208,invalide
XS2387848836,87.32,88.32,valide
XS2387848836,83.8272,84.7872,invalide
XS2387856342,102.21,103.21,valide
XS2387856342,123.6741,124.8841,invalide
XS2389909396,94.94,95.94,valide
XS2389909396,76.9014,77.7114,invalide
XS2392234436,99.38,100.38,valide
XS2392234436,126.2126,127.4826,invalide
XS2392767922,101.14,102.14,valide
XS2392767922,99.1172,100.0972,invalide
XS2392777210,100.06,101.06,valide
XS2392777210,101.0606,102.0706,invalide
XS2392782640,99.79,100.79,valide
XS2392782640,101.7858,102.8058,invalide
XS2396116308,73.27,74.27,valide
XS2396116308,87.924,89.124,invalide
XS2396280872,100.06,101.06,valide
XS2396280872,77.0462,77.8162,invalide
XS2396747045,21.31,22.31,valide
XS2396747045,17.2611,18.0711,invalide
XS2398070206,113.15,114.15,valide
XS2398070206,108.624,109.584,invalide
XS2398127915,103.29,104.29,valide
